"No.","Time","Source","Destination","Protocol","Length","Source Port","Dest Port"
"842","2016-05-12 04:16:05.185438","192.168.1.105","192.168.1.115","TCP","66","22","33246"
"843","2016-05-12 04:16:05.185687","192.168.1.115","192.168.1.105","SSHv2","130","33246","22"
"844","2016-05-12 04:16:05.191603","192.168.1.105","192.168.1.115","TCP","66","22","33246"
"845","2016-05-12 04:16:05.193123","192.168.1.115","192.168.1.105","TCP","66","33246","22"
"846","2016-05-12 04:16:06.532516","192.168.1.105","192.168.1.1","ARP","42","",""
"847","2016-05-12 04:16:06.548872","192.168.1.1","192.168.1.105","ARP","42","",""
"848","2016-05-12 04:16:07.461960","192.168.1.100","255.255.255.255","UDP","82","57621","57621"
"849","2016-05-12 04:16:09.714486","192.168.1.114","Broadcast","ARP","42","",""
"850","2016-05-12 04:16:19.238056","192.168.1.100","224.0.0.251","MDNS","87","48064","5353"
"851","2016-05-12 04:16:19.239968","MurataMa_7a:ca:a8","IPv4mcast_7f:ff:fa","IPv4","169","",""
"852","2016-05-12 04:16:19.852060","192.168.1.114","Broadcast","ARP","42","",""
"853","2016-05-12 04:16:20.877927","192.168.1.102","255.255.255.255","DB-LSP-DISC","276","17500","17500"
"854","2016-05-12 04:16:20.880658","192.168.1.102","192.168.1.255","DB-LSP-DISC","276","17500","17500"
"855","2016-05-12 04:16:29.887559","192.168.1.114","Broadcast","ARP","42","",""
"856","2016-05-12 04:16:34.700302","192.168.1.103","Broadcast","ARP","42","",""
"857","2016-05-12 04:16:35.008553","192.168.1.103","239.255.255.250","SSDP","175","53881","1900"
"858","2016-05-12 04:16:36.953780","192.168.1.106","Broadcast","ARP","60","",""
"859","2016-05-12 04:16:37.465350","192.168.1.100","255.255.255.255","UDP","82","57621","57621"
"860","2016-05-12 04:16:37.978300","192.168.1.103","239.255.255.250","SSDP","175","53881","1900"
"861","2016-05-12 04:16:40.025165","192.168.1.114","Broadcast","ARP","42","",""
"862","2016-05-12 04:16:41.050147","192.168.1.103","239.255.255.250","SSDP","175","53881","1900"
"863","2016-05-12 04:16:44.019737","192.168.1.103","239.255.255.250","SSDP","175","53881","1900"
"864","2016-05-12 04:16:47.091816","192.168.1.103","239.255.255.250","SSDP","175","53881","1900"
"865","2016-05-12 04:16:50.061480","192.168.1.103","239.255.255.250","SSDP","175","53881","1900"
"866","2016-05-12 04:16:50.062429","192.168.1.114","Broadcast","ARP","42","",""
"867","2016-05-12 04:16:50.572727","192.168.1.101","224.0.0.251","MDNS","87","42636","5353"
"868","2016-05-12 04:16:50.574811","192.168.1.101","239.255.255.250","SSDP","169","47315","1900"
"869","2016-05-12 04:16:50.983868","192.168.1.102","255.255.255.255","DB-LSP-DISC","276","17500","17500"
"870","2016-05-12 04:16:50.986610","192.168.1.102","192.168.1.255","DB-LSP-DISC","276","17500","17500"
"871","2016-05-12 04:17:07.469425","192.168.1.100","255.255.255.255","UDP","82","57621","57621"
"872","2016-05-12 04:17:10.438649","192.168.1.114","Broadcast","ARP","42","",""
"873","2016-05-12 04:17:20.575861","192.168.1.114","Broadcast","ARP","42","",""
"874","2016-05-12 04:17:20.987413","192.168.1.102","255.255.255.255","DB-LSP-DISC","276","17500","17500"
"875","2016-05-12 04:17:20.990223","192.168.1.102","192.168.1.255","DB-LSP-DISC","276","17500","17500"
"876","2016-05-12 04:17:27.027268","192.168.1.106","Broadcast","ARP","60","",""
"877","2016-05-12 04:17:30.713605","192.168.1.114","Broadcast","ARP","42","",""
"878","2016-05-12 04:17:35.731270","192.168.1.103","Broadcast","ARP","42","",""
"879","2016-05-12 04:17:36.039565","192.168.1.103","239.255.255.250","SSDP","175","53881","1900"
"880","2016-05-12 04:17:37.472425","192.168.1.100","255.255.255.255","UDP","82","57621","57621"
"881","2016-05-12 04:17:38.290908","Cisco-Li_62:1b:53","192.168.1.105","EAPOL","145","",""
"882","2016-05-12 04:17:38.291645","192.168.1.105","Cisco-Li_62:1b:53","EAPOL","113","",""
"883","2016-05-12 04:17:39.010202","192.168.1.103","239.255.255.250","SSDP","175","53881","1900"
"884","2016-05-12 04:17:41.978761","192.168.1.103","239.255.255.250","SSDP","175","53881","1900"
"885","2016-05-12 04:17:44.949149","fe80::cd08:1cb2:ac23:6866","ff02::1:2","DHCPv6","157","546","547"
"886","2016-05-12 04:17:45.050743","192.168.1.103","239.255.255.250","SSDP","175","53881","1900"
"887","2016-05-12 04:17:45.254593","192.168.1.108","Broadcast","ARP","42","",""
"888","2016-05-12 04:17:45.562517","192.168.1.102","192.168.1.255","NBNS","92","62723","137"
"889","2016-05-12 04:17:45.665906","EVRLs-Mac-mini-2.local","Broadcast","IPv4","258","",""
"890","2016-05-12 04:17:45.972236","fe80::cd08:1cb2:ac23:6866","ff02::1:2","DHCPv6","157","546","547"
"891","2016-05-12 04:17:47.918512","fe80::cd08:1cb2:ac23:6866","ff02::1:2","DHCPv6","157","546","547"
"892","2016-05-12 04:17:48.021806","192.168.1.103","239.255.255.250","SSDP","175","53881","1900"
"893","2016-05-12 04:17:50.990946","192.168.1.102","255.255.255.255","DB-LSP-DISC","276","17500","17500"
"894","2016-05-12 04:17:50.993676","192.168.1.102","192.168.1.255","DB-LSP-DISC","276","17500","17500"
"895","2016-05-12 04:17:51.092663","192.168.1.103","239.255.255.250","SSDP","175","53881","1900"
"896","2016-05-12 04:17:51.911069","192.168.1.100","224.0.0.251","MDNS","103","5353","5353"
"897","2016-05-12 04:17:51.912952","fe80::cd08:1cb2:ac23:6866","ff02::1:2","DHCPv6","157","546","547"
"898","2016-05-12 04:17:52.935469","192.168.1.100","224.0.0.251","MDNS","103","5353","5353"
"899","2016-05-12 04:17:53.959397","192.168.1.100","224.0.0.251","MDNS","103","5353","5353"
"900","2016-05-12 04:17:55.394296","192.168.1.103","192.168.1.255","BROWSER","243","138","138"
"901","2016-05-12 04:17:59.899174","fe80::cd08:1cb2:ac23:6866","ff02::1:2","DHCPv6","157","546","547"
"902","2016-05-12 04:18:01.229861","192.168.1.115","192.168.1.105","TCP","74","33248","22"
"903","2016-05-12 04:18:01.230149","192.168.1.105","192.168.1.115","TCP","74","22","33248"
"904","2016-05-12 04:18:01.252373","192.168.1.115","192.168.1.105","TCP","66","33248","22"
"905","2016-05-12 04:18:01.315326","192.168.1.105","192.168.1.115","SSHv2","105","22","33248"
"906","2016-05-12 04:18:01.320113","192.168.1.115","192.168.1.105","TCP","66","33248","22"
"907","2016-05-12 04:18:01.320391","192.168.1.115","192.168.1.105","SSHv2","105","33248","22"
"908","2016-05-12 04:18:01.320569","192.168.1.105","192.168.1.115","TCP","66","22","33248"
"909","2016-05-12 04:18:01.326071","192.168.1.105","192.168.1.115","SSHv2","1050","22","33248"
"910","2016-05-12 04:18:01.337865","192.168.1.115","192.168.1.105","SSHv2","1338","33248","22"
"911","2016-05-12 04:18:01.372522","192.168.1.105","192.168.1.115","TCP","66","22","33248"
"912","2016-05-12 04:18:01.382086","192.168.1.115","192.168.1.105","TCP","66","33248","22"
"913","2016-05-12 04:18:01.382623","192.168.1.115","192.168.1.105","SSHv2","146","33248","22"
"914","2016-05-12 04:18:01.382765","192.168.1.105","192.168.1.115","TCP","66","22","33248"
"915","2016-05-12 04:18:01.416846","192.168.1.105","192.168.1.115","SSHv2","378","22","33248"
"916","2016-05-12 04:18:01.422624","192.168.1.115","192.168.1.105","TCP","66","33248","22"
"917","2016-05-12 04:18:01.441687","192.168.1.115","192.168.1.105","SSHv2","82","33248","22"
"918","2016-05-12 04:18:01.472538","192.168.1.105","192.168.1.115","TCP","66","22","33248"
"919","2016-05-12 04:18:01.477259","192.168.1.115","192.168.1.105","SSHv2","114","33248","22"
"920","2016-05-12 04:18:01.477463","192.168.1.105","192.168.1.115","TCP","66","22","33248"
"921","2016-05-12 04:18:01.478022","192.168.1.105","192.168.1.115","SSHv2","114","22","33248"
"922","2016-05-12 04:18:01.480408","192.168.1.115","192.168.1.105","SSHv2","130","33248","22"
"923","2016-05-12 04:18:01.483785","192.168.1.105","google-public-dns-a.google.com","DNS","86","43074","53"
"924","2016-05-12 04:18:01.512550","192.168.1.105","192.168.1.115","TCP","66","22","33248"
"925","2016-05-12 04:18:01.514812","google-public-dns-a.google.com","192.168.1.105","DNS","86","53","43074"
"926","2016-05-12 04:18:01.516693","192.168.1.105","192.168.1.115","SSHv2","130","22","33248"
"927","2016-05-12 04:18:01.640651","192.168.1.115","192.168.1.105","SSHv2","434","33248","22"
"928","2016-05-12 04:18:01.640904","192.168.1.105","192.168.1.115","TCP","66","22","33248"
"929","2016-05-12 04:18:01.644159","192.168.1.105","192.168.1.115","SSHv2","386","22","33248"
"930","2016-05-12 04:18:01.671622","192.168.1.115","192.168.1.105","SSHv2","706","33248","22"
"931","2016-05-12 04:18:01.677687","192.168.1.105","192.168.1.115","SSHv2","98","22","33248"
"932","2016-05-12 04:18:01.691980","192.168.1.115","192.168.1.105","SSHv2","194","33248","22"
"933","2016-05-12 04:18:01.696812","192.168.1.105","192.168.1.115","SSHv2","114","22","33248"
"934","2016-05-12 04:18:01.701721","192.168.1.115","192.168.1.105","SSHv2","194","33248","22"
"935","2016-05-12 04:18:01.704520","192.168.1.105","192.168.1.115","SSHv2","146","22","33248"
"936","2016-05-12 04:18:01.729305","192.168.1.115","192.168.1.105","SSHv2","98","33248","22"
"937","2016-05-12 04:18:01.762595","192.168.1.105","192.168.1.115","TCP","66","22","33248"
"938","2016-05-12 04:18:04.916343","192.168.1.106","Broadcast","ARP","42","",""
"939","2016-05-12 04:18:04.916537","192.168.1.105","192.168.1.106","ARP","42","",""
"940","2016-05-12 04:18:04.935147","192.168.1.106","192.168.1.105","TCP","74","57166","80"
"941","2016-05-12 04:18:04.935381","192.168.1.105","192.168.1.106","TCP","74","80","57166"
"942","2016-05-12 04:18:04.937378","192.168.1.106","192.168.1.105","TCP","66","57166","80"
"943","2016-05-12 04:18:04.937775","192.168.1.106","192.168.1.105","HTTP","504","57166","80"
"944","2016-05-12 04:18:04.938004","192.168.1.105","192.168.1.106","TCP","66","80","57166"
"945","2016-05-12 04:18:04.950092","192.168.1.105","192.168.1.106","HTTP","1064","80","57166"
"946","2016-05-12 04:18:04.957579","192.168.1.106","192.168.1.105","TCP","66","57166","80"
"947","2016-05-12 04:18:05.941458","192.168.1.108","Broadcast","IPv4","243","",""
"948","2016-05-12 04:18:06.492519","192.168.1.105","192.168.1.1","ARP","42","",""
"949","2016-05-12 04:18:06.496014","192.168.1.1","192.168.1.105","ARP","42","",""
"950","2016-05-12 04:18:07.476598","192.168.1.100","255.255.255.255","UDP","82","57621","57621"
"951","2016-05-12 04:18:07.848142","192.168.1.105","192.168.1.115","SSHv2","162","22","33248"
"952","2016-05-12 04:18:07.853940","192.168.1.105","192.168.1.115","SSHv2","194","22","33248"
"953","2016-05-12 04:18:07.865083","192.168.1.115","192.168.1.105","TCP","66","33248","22"
"954","2016-05-12 04:18:07.868983","192.168.1.115","192.168.1.105","SSHv2","98","33248","22"
"955","2016-05-12 04:18:07.869136","192.168.1.105","192.168.1.115","TCP","66","22","33248"
"956","2016-05-12 04:18:07.870391","192.168.1.115","192.168.1.105","SSHv2","130","33248","22"
"957","2016-05-12 04:18:07.876470","192.168.1.105","192.168.1.115","TCP","66","22","33248"
"958","2016-05-12 04:18:07.881284","192.168.1.115","192.168.1.105","TCP","66","33248","22"
"959","2016-05-12 04:18:08.857417","192.168.1.106","192.168.1.105","HTTP","504","57166","80"
"960","2016-05-12 04:18:08.865340","192.168.1.105","192.168.1.106","HTTP","658","80","57166"
"961","2016-05-12 04:18:08.868391","192.168.1.106","192.168.1.105","TCP","66","57166","80"
"962","2016-05-12 04:18:11.470666","fe80::45f6:859:a1f1:6fb8","ff02::1:3","LLMNR","93","53971","5355"
"963","2016-05-12 04:18:11.471896","192.168.1.103","224.0.0.252","LLMNR","73","50378","5355"
"964","2016-05-12 04:18:11.674470","fe80::45f6:859:a1f1:6fb8","ff02::1:3","LLMNR","93","61890","5355"
"965","2016-05-12 04:18:11.776852","192.168.1.103","192.168.1.255","NBNS","92","137","137"
"966","2016-05-12 04:18:11.879014","192.168.1.103","Broadcast","ARP","42","",""
"967","2016-05-12 04:18:11.983825","192.168.1.103","224.0.0.252","LLMNR","73","65199","5355"
"968","2016-05-12 04:18:12.084223","fe80::45f6:859:a1f1:6fb8","ff02::1:3","LLMNR","93","50462","5355"
"969","2016-05-12 04:18:12.186530","fe80::45f6:859:a1f1:6fb8","ff02::1:3","LLMNR","93","50462","5355"
"970","2016-05-12 04:18:12.288860","fe80::45f6:859:a1f1:6fb8","ff02::1:3","LLMNR","93","58204","5355"
"971","2016-05-12 04:18:12.290001","192.168.1.103","224.0.0.252","LLMNR","73","51279","5355"
"972","2016-05-12 04:18:12.391328","fe80::45f6:859:a1f1:6fb8","ff02::1:3","LLMNR","93","57629","5355"
"973","2016-05-12 04:18:13.892686","192.168.1.105","192.168.1.106","TCP","66","80","57166"
"974","2016-05-12 04:18:14.102518","192.168.1.105","192.168.1.106","TCP","66","80","57166"
"975","2016-05-12 04:18:14.236308","192.168.1.1","239.255.255.250","SSDP","326","1374","1900"
"976","2016-05-12 04:18:14.240294","192.168.1.1","239.255.255.250","SSDP","335","1375","1900"
"977","2016-05-12 04:18:14.244048","192.168.1.1","239.255.255.250","SSDP","398","1376","1900"
"978","2016-05-12 04:18:14.247697","192.168.1.1","239.255.255.250","SSDP","390","1377","1900"
"979","2016-05-12 04:18:14.251427","192.168.1.1","239.255.255.250","SSDP","335","1378","1900"
"980","2016-05-12 04:18:14.258845","192.168.1.1","239.255.255.250","SSDP","406","1380","1900"
"981","2016-05-12 04:18:14.262151","192.168.1.1","239.255.255.250","SSDP","335","1381","1900"
"982","2016-05-12 04:18:14.265906","192.168.1.1","239.255.255.250","SSDP","394","1382","1900"
"983","2016-05-12 04:18:14.269665","192.168.1.1","239.255.255.250","SSDP","400","1383","1900"
"984","2016-05-12 04:18:14.273321","192.168.1.1","239.255.255.250","SSDP","388","1384","1900"
"985","2016-05-12 04:18:14.273755","192.168.1.106","192.168.1.105","TCP","66","57166","80"
"986","2016-05-12 04:18:14.302379","192.168.1.106","192.168.1.105","TCP","78","57166","80"
"987","2016-05-12 04:18:19.252752","MurataMa_7a:ca:a8","IPv4mcast_7f:ff:fa","IPv4","169","",""
"988","2016-05-12 04:18:20.994381","192.168.1.102","255.255.255.255","DB-LSP-DISC","276","17500","17500"
"989","2016-05-12 04:18:20.997145","192.168.1.102","192.168.1.255","DB-LSP-DISC","276","17500","17500"
"990","2016-05-12 04:18:21.402360","192.168.1.114","Broadcast","ARP","42","",""
"991","2016-05-12 04:18:31.539881","192.168.1.114","Broadcast","ARP","42","",""
"992","2016-05-12 04:18:37.479515","192.168.1.100","255.255.255.255","UDP","82","57621","57621"
"993","2016-05-12 04:18:41.575163","192.168.1.114","Broadcast","ARP","42","",""
"994","2016-05-12 04:18:47.925360","fe80::cd08:1cb2:ac23:6866","ff02::1:2","DHCPv6","157","546","547"
"995","2016-05-12 04:18:50.382101","2001:0:5ef5:79fb:3471:1b6e:6198:fffe","ff02::1","IPv6","82","54541","3544"
"996","2016-05-12 04:18:50.483979","192.168.1.108","Broadcast","ARP","42","",""
"997","2016-05-12 04:18:50.998694","192.168.1.102","255.255.255.255","DB-LSP-DISC","276","17500","17500"
"998","2016-05-12 04:18:51.001593","192.168.1.102","192.168.1.255","DB-LSP-DISC","276","17500","17500"
"999","2016-05-12 04:18:51.610504","192.168.1.114","Broadcast","ARP","42","",""
"1000","2016-05-12 04:18:59.290558","192.168.1.106","192.168.1.105","TCP","66","57166","80"
"1001","2016-05-12 04:18:59.290848","192.168.1.105","192.168.1.106","TCP","66","80","57166"
"1002","2016-05-12 04:19:04.292519","192.168.1.105","192.168.1.106","ARP","42","",""
"1003","2016-05-12 04:19:04.296682","192.168.1.106","192.168.1.105","ARP","42","",""
"1004","2016-05-12 04:19:04.296862","192.168.1.105","192.168.1.106","ARP","42","",""
"1005","2016-05-12 04:19:04.298681","192.168.1.106","192.168.1.105","ARP","42","",""
"1006","2016-05-12 04:19:07.074194","192.168.1.106","Broadcast","ARP","60","",""
"1007","2016-05-12 04:19:07.483204","192.168.1.100","255.255.255.255","UDP","82","57621","57621"
"1008","2016-05-12 04:19:11.885914","192.168.1.114","Broadcast","ARP","42","",""
"1009","2016-05-12 04:19:19.873186","EVRLs-Mac-mini-2.local","Broadcast","ARP","42","",""
"1010","2016-05-12 04:19:19.873382","192.168.1.105","EVRLs-Mac-mini-2.local","ARP","42","",""
"1011","2016-05-12 04:19:19.880614","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","78","61876","80"
"1012","2016-05-12 04:19:19.880842","192.168.1.105","EVRLs-Mac-mini-2.local","TCP","74","80","61876"
"1013","2016-05-12 04:19:19.882205","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","66","61876","80"
"1014","2016-05-12 04:19:20.022799","EVRLs-Mac-mini-2.local","192.168.1.105","HTTP","458","61876","80"
"1015","2016-05-12 04:19:20.023116","192.168.1.105","EVRLs-Mac-mini-2.local","TCP","66","80","61876"
"1016","2016-05-12 04:19:20.028697","192.168.1.105","EVRLs-Mac-mini-2.local","HTTP","659","80","61876"
"1017","2016-05-12 04:19:20.031104","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","66","61876","80"
"1018","2016-05-12 04:19:20.257809","EVRLs-Mac-mini-2.local","192.168.1.105","HTTP","400","61876","80"
"1019","2016-05-12 04:19:20.259931","192.168.1.105","EVRLs-Mac-mini-2.local","HTTP","568","80","61876"
"1020","2016-05-12 04:19:20.261769","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","66","61876","80"
"1021","2016-05-12 04:19:20.769469","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","78","61875","80"
"1022","2016-05-12 04:19:20.769742","192.168.1.105","EVRLs-Mac-mini-2.local","TCP","74","80","61875"
"1023","2016-05-12 04:19:20.771664","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","66","61875","80"
"1024","2016-05-12 04:19:21.001375","192.168.1.102","255.255.255.255","DB-LSP-DISC","276","17500","17500"
"1025","2016-05-12 04:19:21.004224","192.168.1.102","192.168.1.255","DB-LSP-DISC","276","17500","17500"
"1026","2016-05-12 04:19:21.921330","192.168.1.114","Broadcast","ARP","42","",""
"1027","2016-05-12 04:19:21.962565","192.168.1.105","EVRLs-Mac-mini-2.local","TCP","74","80","61875"
"1028","2016-05-12 04:19:22.031163","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","66","61875","80"
"1029","2016-05-12 04:19:25.282661","192.168.1.105","EVRLs-Mac-mini-2.local","TCP","66","80","61876"
"1030","2016-05-12 04:19:25.303301","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","66","61876","80"
"1031","2016-05-12 04:19:32.058900","192.168.1.114","Broadcast","ARP","42","",""
"1032","2016-05-12 04:19:37.486441","192.168.1.100","255.255.255.255","UDP","82","57621","57621"
"1033","2016-05-12 04:19:42.072902","192.168.1.105","EVRLs-Mac-mini-2.local","TCP","66","80","61875"
"1034","2016-05-12 04:19:42.196591","192.168.1.114","Broadcast","ARP","42","",""
"1035","2016-05-12 04:19:42.298731","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","66","61875","80"
"1036","2016-05-12 04:19:44.551705","192.168.1.106","192.168.1.105","TCP","66","57166","80"
"1037","2016-05-12 04:19:44.551989","192.168.1.105","192.168.1.106","TCP","54","80","57166"
"1038","2016-05-12 04:19:49.471974","192.168.1.106","192.168.1.105","ARP","42","",""
"1039","2016-05-12 04:19:49.472191","192.168.1.105","192.168.1.106","ARP","42","",""
"1040","2016-05-12 04:19:51.005131","192.168.1.102","255.255.255.255","DB-LSP-DISC","276","17500","17500"
"1041","2016-05-12 04:19:51.008008","192.168.1.102","192.168.1.255","DB-LSP-DISC","276","17500","17500"
"1042","2016-05-12 04:19:52.262967","192.168.1.105","192.168.1.1","DHCP","342","68","67"
"1043","2016-05-12 04:19:52.277285","192.168.1.1","192.168.1.105","DHCP","345","67","68"
"1044","2016-05-12 04:19:57.272519","192.168.1.105","192.168.1.1","ARP","42","",""
"1045","2016-05-12 04:19:57.275195","192.168.1.1","192.168.1.105","ARP","42","",""
"1046","2016-05-12 04:20:01.959790","192.168.1.115","192.168.1.105","TCP","74","33251","22"
"1047","2016-05-12 04:20:01.960014","192.168.1.105","192.168.1.115","TCP","74","22","33251"
"1048","2016-05-12 04:20:01.961291","192.168.1.115","192.168.1.105","TCP","66","33251","22"
"1049","2016-05-12 04:20:02.005274","192.168.1.105","192.168.1.115","SSHv2","105","22","33251"
"1050","2016-05-12 04:20:02.006860","192.168.1.115","192.168.1.105","TCP","66","33251","22"
"1051","2016-05-12 04:20:02.007085","192.168.1.115","192.168.1.105","SSHv2","105","33251","22"
"1052","2016-05-12 04:20:02.007251","192.168.1.105","192.168.1.115","TCP","66","22","33251"
"1053","2016-05-12 04:20:02.011024","192.168.1.105","192.168.1.115","SSHv2","1050","22","33251"
"1054","2016-05-12 04:20:02.012192","192.168.1.115","192.168.1.105","SSHv2","1338","33251","22"
"1055","2016-05-12 04:20:02.042512","192.168.1.105","192.168.1.115","TCP","66","22","33251"
"1056","2016-05-12 04:20:02.044220","192.168.1.115","192.168.1.105","SSHv2","146","33251","22"
"1057","2016-05-12 04:20:02.044358","192.168.1.105","192.168.1.115","TCP","66","22","33251"
"1058","2016-05-12 04:20:02.066227","192.168.1.105","192.168.1.115","SSHv2","378","22","33251"
"1059","2016-05-12 04:20:02.084905","192.168.1.115","192.168.1.105","SSHv2","82","33251","22"
"1060","2016-05-12 04:20:02.122500","192.168.1.105","192.168.1.115","TCP","66","22","33251"
"1061","2016-05-12 04:20:02.267601","192.168.1.115","192.168.1.105","SSHv2","114","33251","22"
"1062","2016-05-12 04:20:02.267716","192.168.1.105","192.168.1.115","TCP","66","22","33251"
"1063","2016-05-12 04:20:02.268053","192.168.1.105","192.168.1.115","SSHv2","114","22","33251"
"1064","2016-05-12 04:20:02.269796","192.168.1.115","192.168.1.105","SSHv2","130","33251","22"
"1065","2016-05-12 04:20:02.271882","192.168.1.105","google-public-dns-a.google.com","DNS","86","57261","53"
"1066","2016-05-12 04:20:02.290075","google-public-dns-a.google.com","192.168.1.105","DNS","86","53","57261"
"1067","2016-05-12 04:20:02.291423","192.168.1.105","192.168.1.115","SSHv2","130","22","33251"
"1068","2016-05-12 04:20:02.293370","192.168.1.115","192.168.1.105","SSHv2","434","33251","22"
"1069","2016-05-12 04:20:02.299494","192.168.1.105","192.168.1.115","SSHv2","386","22","33251"
"1070","2016-05-12 04:20:02.322253","192.168.1.115","192.168.1.105","SSHv2","706","33251","22"
"1071","2016-05-12 04:20:02.326597","192.168.1.105","192.168.1.115","SSHv2","98","22","33251"
"1072","2016-05-12 04:20:02.328141","192.168.1.115","192.168.1.105","SSHv2","194","33251","22"
"1073","2016-05-12 04:20:02.348167","192.168.1.105","192.168.1.115","SSHv2","114","22","33251"
"1074","2016-05-12 04:20:02.349674","192.168.1.115","192.168.1.105","SSHv2","194","33251","22"
"1075","2016-05-12 04:20:02.351286","192.168.1.105","192.168.1.115","SSHv2","146","22","33251"
"1076","2016-05-12 04:20:02.352761","192.168.1.115","192.168.1.105","SSHv2","98","33251","22"
"1077","2016-05-12 04:20:02.369658","192.168.1.114","Broadcast","ARP","42","",""
"1078","2016-05-12 04:20:02.392571","192.168.1.105","192.168.1.115","TCP","66","22","33251"
"1079","2016-05-12 04:20:03.278094","192.168.1.105","192.168.1.115","SSHv2","162","22","33251"
"1080","2016-05-12 04:20:03.283842","192.168.1.105","192.168.1.115","SSHv2","194","22","33251"
"1081","2016-05-12 04:20:03.291973","192.168.1.115","192.168.1.105","TCP","66","33251","22"
"1082","2016-05-12 04:20:03.292280","192.168.1.115","192.168.1.105","SSHv2","98","33251","22"
"1083","2016-05-12 04:20:03.292443","192.168.1.105","192.168.1.115","TCP","66","22","33251"
"1084","2016-05-12 04:20:03.292299","192.168.1.115","192.168.1.105","SSHv2","130","33251","22"
"1085","2016-05-12 04:20:03.298522","192.168.1.105","192.168.1.115","TCP","66","22","33251"
"1086","2016-05-12 04:20:03.302940","192.168.1.115","192.168.1.105","TCP","66","33251","22"
"1087","2016-05-12 04:20:07.489962","192.168.1.100","255.255.255.255","UDP","82","57621","57621"
"1088","2016-05-12 04:20:09.947905","fe80::45f6:859:a1f1:6fb8","ff02::1:3","LLMNR","84","63772","5355"
"1089","2016-05-12 04:20:09.948981","192.168.1.103","224.0.0.252","LLMNR","64","50624","5355"
"1090","2016-05-12 04:20:09.952282","192.168.1.103","255.255.255.255","DHCP","342","68","67"
"1091","2016-05-12 04:20:10.050388","fe80::45f6:859:a1f1:6fb8","ff02::1:3","LLMNR","84","63772","5355"
"1092","2016-05-12 04:20:10.051604","192.168.1.103","224.0.0.252","LLMNR","64","50624","5355"
"1093","2016-05-12 04:20:10.255405","192.168.1.103","Broadcast","IPv4","92","",""
"1094","2016-05-12 04:20:10.971868","192.168.1.103","192.168.1.255","NBNS","92","137","137"
"1095","2016-05-12 04:20:11.688521","192.168.1.103","192.168.1.255","NBNS","92","137","137"
"1096","2016-05-12 04:20:12.919783","192.168.1.103","255.255.255.255","DHCP","342","68","67"
"1097","2016-05-12 04:20:14.248058","EVRLs-Mac-mini-2.local","Broadcast","ARP","42","",""
"1098","2016-05-12 04:20:14.248254","192.168.1.105","EVRLs-Mac-mini-2.local","ARP","42","",""
"1099","2016-05-12 04:20:14.252201","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","78","61877","80"
"1100","2016-05-12 04:20:14.252450","192.168.1.105","EVRLs-Mac-mini-2.local","TCP","74","80","61877"
"1101","2016-05-12 04:20:14.254100","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","66","61877","80"
"1102","2016-05-12 04:20:14.254712","EVRLs-Mac-mini-2.local","192.168.1.105","HTTP","502","61877","80"
"1103","2016-05-12 04:20:14.254969","192.168.1.105","EVRLs-Mac-mini-2.local","TCP","66","80","61877"
"1104","2016-05-12 04:20:14.266643","192.168.1.105","EVRLs-Mac-mini-2.local","HTTP","1072","80","61877"
"1105","2016-05-12 04:20:14.268917","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","66","61877","80"
"1106","2016-05-12 04:20:14.420955","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","66","61875","80"
"1107","2016-05-12 04:20:14.421196","192.168.1.105","EVRLs-Mac-mini-2.local","TCP","66","80","61875"
"1108","2016-05-12 04:20:14.724548","EVRLs-Mac-mini-2.local","192.168.1.105","TCP","66","61876","80"
"1109","2016-05-12 04:20:14.724790","192.168.1.105","EVRLs-Mac-mini-2.local","TCP","66","80","61876"
"1110","2016-05-12 04:20:15.176740","192.168.1.1","239.255.255.250","SSDP","326","1388","1900"
"1111","2016-05-12 04:20:15.179940","192.168.1.1","239.255.255.250","SSDP","335","1389","1900"
"1112","2016-05-12 04:20:15.183905","192.168.1.1","239.255.255.250","SSDP","398","1390","1900"
"1113","2016-05-12 04:20:15.187554","192.168.1.1","239.255.255.250","SSDP","390","1391","1900"
"1114","2016-05-12 04:20:15.190797","192.168.1.1","239.255.255.250","SSDP","335","1392","1900"
"1115","2016-05-12 04:20:15.194380","192.168.1.1","239.255.255.250","SSDP","374","1393","1900"
"1116","2016-05-12 04:20:15.198262","192.168.1.1","239.255.255.250","SSDP","406","1394","1900"
"1117","2016-05-12 04:20:15.201554","192.168.1.1","239.255.255.250","SSDP","335","1395","1900"
"1118","2016-05-12 04:20:15.205354","192.168.1.1","239.255.255.250","SSDP","394","1396","1900"
"1119","2016-05-12 04:20:15.209082","192.168.1.1","239.255.255.250","SSDP","400","1397","1900"
